host	URB_CONTROL out	
1.4.0	URB_CONTROL out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL out	
1.4.0	URB_CONTROL out	
host	URB_CONTROL out	
1.4.0	URB_CONTROL out	
host	URB_CONTROL out	
1.4.0	URB_CONTROL out	
host	URB_CONTROL out	
1.4.0	URB_CONTROL out	
host	URB_CONTROL out	
1.4.0	URB_CONTROL out	
host	URB_CONTROL out	
1.4.0	URB_CONTROL out	
host	URB_CONTROL out	
1.4.0	URB_CONTROL out	
host	URB_CONTROL out	
1.4.0	URB_CONTROL out	
host	URB_CONTROL out	
1.4.0	URB_CONTROL out	
host	URB_CONTROL out	
1.4.0	URB_CONTROL out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL out	
1.4.0	URB_CONTROL out	
host	URB_BULK out	4869574f5558554e02
1.4.1	URB_BULK out	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	02
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
1.4.1	URB_BULK in	4b
host	URB_BULK in	
1.4.1	URB_BULK in	47
host	URB_BULK in	
1.4.1	URB_BULK in	36
host	URB_BULK in	
1.4.1	URB_BULK in	36
host	URB_BULK in	
1.4.1	URB_BULK in	39
host	URB_BULK in	
1.4.1	URB_BULK in	56
host	URB_BULK in	
1.4.1	URB_BULK in	f8
host	URB_BULK in	
host	URB_BULK out	06
1.4.1	URB_BULK out	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	52097040
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	57
host	URB_BULK in	
1.4.1	URB_BULK in	09
host	URB_BULK in	
1.4.1	URB_BULK in	70
host	URB_BULK in	
1.4.1	URB_BULK in	40
host	URB_BULK in	
1.4.1	URB_BULK in	7b
host	URB_BULK in	
1.4.1	URB_BULK in	77
host	URB_BULK in	
1.4.1	URB_BULK in	7b
host	URB_BULK in	
1.4.1	URB_BULK in	17
host	URB_BULK in	
1.4.1	URB_BULK in	7b
host	URB_BULK in	
1.4.1	URB_BULK in	77
host	URB_BULK in	
1.4.1	URB_BULK in	7b
host	URB_BULK in	
1.4.1	URB_BULK in	17
host	URB_BULK in	
1.4.1	URB_BULK in	7b
host	URB_BULK in	
1.4.1	URB_BULK in	77
host	URB_BULK in	
1.4.1	URB_BULK in	7b
host	URB_BULK in	
1.4.1	URB_BULK in	17
host	URB_BULK in	
1.4.1	URB_BULK in	7b
host	URB_BULK in	
1.4.1	URB_BULK in	77
host	URB_BULK in	
1.4.1	URB_BULK in	7b
host	URB_BULK in	
1.4.1	URB_BULK in	17
host	URB_BULK in	
1.4.1	URB_BULK in	ab
host	URB_BULK in	
1.4.1	URB_BULK in	a7
host	URB_BULK in	
1.4.1	URB_BULK in	73
host	URB_BULK in	
1.4.1	URB_BULK in	77
host	URB_BULK in	
1.4.1	URB_BULK in	72
host	URB_BULK in	
1.4.1	URB_BULK in	a7
host	URB_BULK in	
1.4.1	URB_BULK in	7a
host	URB_BULK in	
1.4.1	URB_BULK in	70
host	URB_BULK in	
1.4.1	URB_BULK in	70
host	URB_BULK in	
1.4.1	URB_BULK in	7a
host	URB_BULK in	
1.4.1	URB_BULK in	7a
host	URB_BULK in	
1.4.1	URB_BULK in	70
host	URB_BULK in	
1.4.1	URB_BULK in	7f
host	URB_BULK in	
1.4.1	URB_BULK in	19
host	URB_BULK in	
1.4.1	URB_BULK in	70
host	URB_BULK in	
1.4.1	URB_BULK in	77
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	ff
host	URB_BULK in	
1.4.1	URB_BULK in	a2
host	URB_BULK in	
1.4.1	URB_BULK in	77
host	URB_BULK in	
1.4.1	URB_BULK in	77
host	URB_BULK in	
1.4.1	URB_BULK in	77
host	URB_BULK in	
1.4.1	URB_BULK in	77
host	URB_BULK in	
1.4.1	URB_BULK in	77
host	URB_BULK in	
1.4.1	URB_BULK in	77
host	URB_BULK in	
host	URB_CONTROL in	
1.4.1	URB_BULK in	77
1.4.0	URB_CONTROL in	
host	URB_BULK in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	a2
host	URB_BULK in	
1.4.1	URB_BULK in	77
host	URB_BULK in	
1.4.1	URB_BULK in	17
host	URB_BULK in	
1.4.1	URB_BULK in	c8
host	URB_BULK in	
1.4.1	URB_BULK in	a2
host	URB_BULK in	
1.4.1	URB_BULK in	77
host	URB_BULK in	
1.4.1	URB_BULK in	b7
host	URB_BULK in	
1.4.1	URB_BULK in	7e
host	URB_BULK in	
host	URB_BULK out	06
1.4.1	URB_BULK out	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57001010
1.4.1	URB_BULK out	
host	URB_BULK out	5062254650622546ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57002010
1.4.1	URB_BULK out	
host	URB_BULK out	5087254650872546ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57003010
1.4.1	URB_BULK out	
host	URB_BULK out	5012264650122646ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57004010
1.4.1	URB_BULK out	
host	URB_BULK out	5037264650372646ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_BULK out	57005010
1.4.1	URB_BULK out	
host	URB_BULK out	5062264650622646ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_BULK out	57006010
1.4.1	URB_BULK out	
host	URB_BULK out	5087264650872646ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57007010
1.4.1	URB_BULK out	
host	URB_BULK out	5012274650122746ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57008010
1.4.1	URB_BULK out	
host	URB_BULK out	5062754650627546ffffffff95cfffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.1	URB_BULK in	06
1.4.0	URB_CONTROL in	
host	URB_BULK in	
host	URB_BULK out	57009010
1.4.1	URB_BULK out	
host	URB_BULK out	5087754650877546ffffffff95cfffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5700a010
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_BULK out	5012764650127646ffffffff95cfffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5700b010
1.4.1	URB_BULK out	
host	URB_BULK out	5037764650377646ffffffff95cfffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5700c010
1.4.1	URB_BULK out	
host	URB_BULK out	5062764650627646ffffffff95cfffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5700d010
1.4.1	URB_BULK out	
host	URB_BULK out	5087764650877646ffffffff95cfffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5700e010
1.4.1	URB_BULK out	
host	URB_BULK out	5012774650127746ffffffff95cfffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5700f010
1.4.1	URB_BULK out	
host	URB_BULK out	0050254600502546ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57010010
1.4.1	URB_BULK out	
host	URB_BULK out	0075254600752546ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57011010
1.4.1	URB_BULK out	
host	URB_BULK out	0000264600002646ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57012010
1.4.1	URB_BULK out	
host	URB_BULK out	0025264600252646ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57013010
1.4.1	URB_BULK out	
host	URB_BULK out	0050264600502646ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57014010
1.4.1	URB_BULK out	
host	URB_BULK out	0075264600752646ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57015010
1.4.1	URB_BULK out	
host	URB_BULK out	0000274600002746ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57016010
1.4.1	URB_BULK out	
host	URB_BULK out	0025274600252746ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57017010
1.4.1	URB_BULK out	
host	URB_BULK out	0050254600507546ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57018010
1.4.1	URB_BULK out	
host	URB_BULK out	0075254600757546ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57019010
1.4.1	URB_BULK out	
host	URB_BULK out	0000264600007646ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5701a010
1.4.1	URB_BULK out	
host	URB_BULK out	0025264600257646ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5701b010
1.4.1	URB_BULK out	
host	URB_BULK out	0050264600507646ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5701c010
1.4.1	URB_BULK out	
host	URB_BULK out	0075264600757646ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5701d010
1.4.1	URB_BULK out	
host	URB_BULK out	0000274600007746ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5701e010
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_BULK out	0025274600257746ffffffff95ffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5701f010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57020010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57021010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57022010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57023010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57024010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57025010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57026010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57027010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57028010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57029010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5702a010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5702b010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5702c010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5702d010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5702e010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	5702f010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.1	URB_BULK in	06
1.4.0	URB_CONTROL in	
host	URB_BULK in	
host	URB_BULK out	57030010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57031010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
1.4.0	URB_CONTROL in	
host	URB_BULK out	57032010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57033010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57034010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
host	URB_CONTROL in	
1.4.0	URB_CONTROL in	
1.4.1	URB_BULK in	06
host	URB_BULK in	
host	URB_BULK out	57035010
1.4.1	URB_BULK out	
host	URB_BULK out	ffffffffffffffffffffffffffffffff
1.4.1	URB_BULK out	
host	URB_CONTROL in	
